Date,Month,Day,Year,Income,Electricity,Gas,Internet,Water,Food,Groceries,Rent,Transportation,Healthcare,Shopping,Entertainment,Dining Out,Subscription Services,Clothing,Electronics,Zakat,Investment,Emergency Fund,Retirement,Education,Travel,Gifts,Home Maintenance,Others,Total_Expenses,Savings_Rate
2023-01-28,1,28,2023,3505.38,78.97,58.68,63.82,42.5,440.24,288.34,859.85,121.44,118.04,195.06,86.23,138.21,29.17,95.69,52.15,215.03,266.64,234.34,451.13,160.8,307.81,46.19,100.72,100.22,4551.270000000001,-0.29836708145764546
2023-12-16,12,16,2023,3292.08,92.97,40.33,55.85,41.27,373.47,315.99,692.85,148.6,87.37,190.43,110.03,128.78,33.69,111.12,46.55,218.75,259.06,179.6,471.28,163.07,345.84,58.44,112.8,104.23,4382.369999999999,-0.3311857549026752
2023-03-26,3,26,2023,2968.29,65.76,53.64,59.22,35.08,427.52,268.92,844.17,172.51,119.13,193.3,84.21,141.21,35.25,91.93,54.58,190.91,305.62,238.43,459.21,143.75,300.26,50.98,110.31,109.85,4555.75,-0.5348062352398182
2023-12-23,12,23,2023,3026.13,79.07,59.6,71.21,36.35,360.09,347.3,721.54,121.14,89.83,234.81,110.37,160.55,31.47,83.34,59.14,209.73,278.88,224.0,356.73,137.98,245.65,51.23,101.61,107.82,4279.44,-0.4141626433761932
2023-05-01,5,1,2023,3442.59,81.42,50.89,50.91,41.27,350.5,296.27,827.4,168.27,105.82,223.2,88.14,177.93,31.23,111.4,52.63,208.79,336.85,167.28,427.75,129.47,351.65,40.56,95.42,83.83,4498.88,-0.30683003203983045
2023-07-07,7,7,2023,2616.46,64.19,43.07,61.92,37.82,354.6,351.38,717.56,169.56,105.49,214.86,107.16,137.47,24.06,102.13,41.59,198.8,262.03,169.78,415.17,145.59,262.48,56.67,87.32,93.91,4224.61,-0.614628161714683
2023-01-10,1,10,2023,3477.08,94.35,41.95,66.56,39.78,371.23,348.49,863.2,120.82,107.97,215.22,106.25,158.33,33.02,83.17,49.26,229.51,341.15,230.69,451.33,130.45,275.28,46.18,89.54,119.65,4613.379999999999,-0.3267971976486015
2023-09-19,9,19,2023,3491.6,79.39,47.45,49.75,36.55,398.85,292.24,676.89,147.91,105.05,231.83,107.6,147.13,25.6,85.63,59.35,232.49,341.25,164.26,419.72,159.41,327.93,50.39,114.44,101.81,4402.920000000001,-0.2610035513804563
2023-04-14,4,14,2023,2739.64,86.83,52.83,52.29,35.28,338.12,319.93,644.04,142.48,104.01,216.82,87.12,161.87,30.56,85.55,54.72,188.02,325.37,190.75,377.75,159.33,245.15,43.28,88.81,83.95,4114.86,-0.5019710618913433
2023-08-28,8,28,2023,3076.8,87.22,43.31,70.91,43.92,346.79,286.35,857.48,126.09,110.3,192.07,100.22,126.78,29.2,116.92,55.89,219.36,289.37,170.86,415.65,130.77,251.5,43.78,95.88,90.26,4300.88,-0.39784191367654703
2023-03-28,3,28,2023,2918.77,71.48,40.31,52.11,41.84,367.82,298.0,898.21,176.57,88.35,228.57,91.32,160.42,28.33,87.9,52.17,182.48,248.91,213.18,324.39,139.34,278.37,50.55,100.07,86.55,4307.24,-0.4757038067405105
2023-05-30,5,30,2023,2895.43,79.66,41.25,66.76,40.07,389.79,313.2,655.84,120.42,106.2,178.18,80.95,146.97,27.27,91.76,40.81,234.7,267.88,186.21,463.33,125.05,348.33,48.84,98.18,103.8,4255.450000000001,-0.4697126160881116
2023-08-15,8,15,2023,2690.85,87.2,50.97,61.55,33.88,430.34,348.93,681.74,141.66,83.6,172.61,113.06,135.34,29.13,87.82,47.67,162.48,346.3,207.72,378.22,130.73,244.97,46.3,82.65,98.76,4203.63,-0.5621941022353533
2023-05-20,5,20,2023,3427.03,79.19,41.55,50.13,32.78,382.86,304.89,940.53,171.47,102.67,232.99,102.25,177.13,31.57,83.58,57.88,222.83,270.55,164.48,438.12,156.25,276.95,45.96,107.39,117.6,4591.6,-0.3398190269708757
2023-10-05,10,5,2023,3579.2,80.68,51.55,69.93,33.6,440.49,341.34,902.7,140.12,96.27,223.66,96.08,146.34,34.83,103.38,46.77,181.44,287.89,162.32,397.43,154.09,334.82,49.0,92.26,83.0,4549.99,-0.2712310013410818
2023-09-05,9,5,2023,3444.0,78.93,55.97,51.09,34.44,352.9,240.5,865.27,141.0,89.2,196.17,114.96,146.43,31.89,92.9,43.79,171.9,314.07,188.27,414.09,161.38,303.85,50.48,102.23,111.35,4353.0599999999995,-0.2639547038327525
2023-07-04,7,4,2023,3250.5,79.96,59.57,70.98,41.91,460.23,262.82,841.16,140.37,98.9,214.76,80.64,162.0,27.06,115.77,52.25,206.03,288.11,193.9,434.22,167.99,277.0,47.68,101.35,90.66,4515.320000000001,-0.3891155206891249
2023-12-13,12,13,2023,2945.9,82.74,44.65,65.35,38.29,428.33,255.7,716.72,124.65,109.32,193.3,98.16,129.96,35.65,98.93,46.67,238.45,267.09,178.77,369.88,120.18,286.85,43.16,114.08,96.44,4183.32,-0.4200482025866457
2023-04-10,4,10,2023,2695.01,88.95,42.33,64.59,34.13,379.9,322.77,721.74,161.34,93.73,237.78,96.62,144.07,33.6,101.13,48.39,230.95,263.39,196.75,365.33,135.98,283.57,54.33,109.61,115.36,4326.339999999999,-0.6053150081075762
2023-06-06,6,6,2023,2644.06,91.88,58.68,50.02,33.68,374.33,346.73,724.79,179.5,93.3,211.32,86.67,168.78,31.58,101.26,45.99,228.5,332.19,190.29,400.91,173.95,248.95,52.48,84.92,116.39,4427.09,-0.6743530782206154
2023-05-20,5,20,2023,3302.92,84.53,43.47,54.04,38.2,348.49,311.55,800.35,146.53,90.13,218.28,92.93,159.11,31.46,101.13,49.92,221.17,308.39,169.46,358.38,120.13,295.77,56.19,90.44,119.26,4309.31,-0.30469705593838187
2023-11-30,11,30,2023,2490.35,80.93,57.13,59.52,41.1,466.78,347.72,655.59,177.47,112.51,204.62,90.4,164.41,35.97,81.03,50.06,171.23,288.54,183.99,472.02,164.57,304.21,53.61,119.14,117.59,4500.14,-0.8070311402011767
2023-06-07,6,7,2023,2646.71,65.52,56.36,49.7,36.3,386.52,291.09,875.64,155.42,84.57,162.12,112.36,155.7,28.96,110.0,58.26,208.57,345.71,171.76,457.33,123.83,349.54,51.95,108.0,81.48,4526.69,-0.7103082695119599
2023-06-23,6,23,2023,2410.75,66.48,55.45,58.51,37.6,321.44,252.9,692.7,120.13,109.09,175.28,96.61,120.1,27.05,82.11,58.21,198.45,306.95,224.91,406.58,167.35,355.47,50.23,89.07,85.35,4158.02,-0.7247827439593489
2023-03-30,3,30,2023,2472.09,76.52,41.6,65.94,41.87,367.26,284.63,912.15,157.11,110.51,209.43,112.58,165.15,29.43,115.0,43.28,234.51,317.68,182.87,364.52,136.18,270.89,40.28,99.03,113.69,4492.109999999999,-0.8171304442799406
2023-03-28,3,28,2023,2696.03,91.01,58.35,49.63,47.68,412.61,260.36,865.48,170.58,109.59,216.7,103.98,147.42,27.88,98.82,48.74,231.63,347.72,216.19,417.41,130.23,267.55,46.8,99.96,102.99,4569.31,-0.694829063474813
2023-12-04,12,4,2023,3384.95,84.52,56.97,53.02,39.1,322.54,277.43,840.24,122.42,103.47,208.42,109.19,152.13,27.8,110.88,56.35,178.39,246.68,178.91,475.69,146.02,243.05,42.67,94.22,102.06,4272.170000000001,-0.2621072689404574
2023-07-29,7,29,2023,3142.77,94.84,48.51,48.36,41.88,353.84,276.87,789.76,175.03,80.68,198.89,113.81,167.83,25.04,83.54,45.82,191.15,319.59,190.38,454.15,137.14,252.45,40.47,111.4,114.18,4355.61,-0.38591433671569975
2023-06-26,6,26,2023,3098.91,65.95,46.98,66.87,42.13,371.46,284.82,747.64,168.07,105.64,197.65,98.13,163.79,31.09,81.52,48.95,231.56,350.54,234.12,443.75,139.36,347.53,49.72,114.39,102.41,4534.070000000001,-0.4631176768605738
2023-06-30,6,30,2023,3272.9,88.0,46.61,52.09,47.09,470.11,329.34,905.42,145.16,111.72,227.66,82.06,159.58,33.67,110.91,57.04,228.15,310.68,210.76,348.02,136.43,322.28,56.95,97.12,115.09,4691.939999999999,-0.4335726725533926
2023-04-18,4,18,2023,3343.85,76.72,45.1,68.96,47.2,410.2,246.33,659.27,133.44,100.68,181.54,97.51,123.53,27.15,83.59,51.41,166.57,255.47,171.48,410.28,139.19,346.67,44.43,107.79,93.63,4088.1400000000003,-0.22258474512911777
2023-12-29,12,29,2023,3591.83,85.62,52.17,59.57,43.29,373.39,313.8,773.51,138.74,108.92,219.83,80.87,123.57,28.25,80.9,55.81,176.36,346.22,166.1,404.35,149.89,299.52,48.98,100.85,106.03,4336.54,-0.20733442284295195
2023-06-28,6,28,2023,3595.92,92.58,43.77,53.24,40.12,365.9,325.43,836.15,148.86,112.18,224.43,81.93,134.71,35.82,109.52,53.55,164.89,337.82,183.35,333.89,159.01,269.98,53.05,114.6,82.17,4356.950000000002,-0.2116370775768097
2023-04-03,4,3,2023,3212.38,84.17,58.36,50.09,39.54,408.53,245.79,690.67,174.51,81.26,179.22,96.62,163.49,32.68,96.53,58.79,222.65,294.59,228.26,374.73,177.25,285.3,47.14,91.95,104.7,4286.82,-0.334468524894315
2023-01-30,1,30,2023,2649.63,92.78,50.09,62.72,44.89,431.33,264.25,886.89,163.32,84.32,164.04,95.27,132.26,27.78,88.22,56.45,202.99,327.79,170.82,430.58,131.32,353.54,41.64,94.61,109.81,4507.71,-0.7012601759490947
2023-02-05,2,5,2023,2773.59,84.95,46.3,65.92,32.46,323.65,285.18,645.56,128.32,111.83,161.14,97.6,163.04,27.84,119.96,54.93,183.76,337.8,198.2,345.15,175.95,348.54,48.4,91.43,119.36,4197.2699999999995,-0.5132986490432975
2023-05-11,5,11,2023,3193.08,78.5,57.58,69.4,39.26,328.73,309.98,657.18,154.01,113.0,233.46,93.8,160.0,25.89,109.62,55.5,188.9,314.4,196.32,442.95,129.65,305.54,50.74,101.23,110.66,4326.299999999999,-0.35489871847871
2023-11-05,11,5,2023,3472.81,82.94,57.81,65.24,47.26,368.02,312.4,944.54,143.05,109.01,210.0,82.69,162.41,31.01,92.54,56.33,212.54,275.18,183.88,360.23,139.29,268.59,51.68,81.21,82.9,4420.75,-0.272960513244318
2023-07-09,7,9,2023,2603.85,91.94,59.57,69.09,43.8,380.11,304.6,745.67,149.62,80.37,165.53,103.52,165.73,31.19,93.87,40.9,231.46,276.15,196.11,326.96,176.0,321.49,44.57,99.6,110.35,4308.200000000001,-0.6545499932791831
2023-06-25,6,25,2023,3484.44,87.77,58.15,64.74,32.92,430.59,319.92,787.66,174.02,81.3,210.82,89.65,162.06,29.08,106.92,42.12,167.82,319.63,161.01,397.97,157.08,336.23,54.92,95.41,90.73,4458.52,-0.2795513769787973
2023-09-04,9,4,2023,2788.34,69.68,46.91,63.54,43.48,433.86,320.0,704.39,127.53,102.46,191.97,107.49,150.13,35.05,118.38,53.6,193.83,346.14,201.69,401.29,140.85,329.13,42.2,93.0,113.43,4430.03,-0.5887696622363124
2023-12-13,12,13,2023,2899.68,91.51,48.29,71.66,46.26,476.86,307.88,774.58,164.78,95.52,192.59,80.57,154.12,28.45,84.78,48.27,229.09,248.61,176.56,373.48,179.05,262.48,45.22,94.86,82.99,4358.460000000001,-0.5030830988246983
2023-03-18,3,18,2023,2847.83,83.42,41.35,51.09,47.18,422.6,291.56,821.6,170.74,115.68,204.64,110.39,172.64,30.96,102.14,50.51,205.69,339.27,210.2,478.46,164.37,250.23,48.5,88.98,93.9,4596.0999999999985,-0.6138954923573383
2023-09-11,9,11,2023,3152.37,72.32,44.1,61.7,45.29,349.31,331.43,900.39,163.91,96.88,170.65,80.17,127.23,29.79,96.21,58.33,221.29,253.27,191.24,475.68,165.19,250.86,56.51,114.49,89.75,4445.99,-0.41036426561602857
2023-12-16,12,16,2023,3181.9,90.78,47.26,56.3,45.0,320.71,334.57,695.61,120.72,87.54,193.37,88.24,164.21,29.88,94.95,52.41,183.15,331.96,201.67,448.06,120.11,275.76,40.17,118.97,81.41,4222.81,-0.32713473082120753
2023-03-23,3,23,2023,2962.53,64.59,55.05,55.4,40.38,433.51,276.55,862.32,142.86,109.93,185.99,107.34,133.76,28.1,96.53,42.32,201.19,330.34,161.03,358.85,178.54,240.4,56.86,114.28,106.9,4383.0199999999995,-0.47948543980989194
2023-10-26,10,26,2023,2795.42,85.32,48.26,51.33,33.07,373.57,350.22,949.69,172.48,108.41,167.51,117.2,150.15,24.94,99.38,52.06,224.76,265.09,191.3,381.59,133.71,318.11,58.77,92.15,87.01,4536.08,-0.6226828168933469
2023-02-07,2,7,2023,3180.05,69.07,59.03,55.83,40.25,373.81,263.1,952.7,149.48,81.97,173.84,106.56,136.68,35.92,113.3,49.81,177.5,315.95,175.83,438.76,159.61,258.64,45.02,93.72,113.82,4440.2,-0.39626735428688215
2023-08-18,8,18,2023,3543.42,74.56,49.03,50.36,42.1,327.59,336.75,890.78,134.97,94.77,200.11,102.22,147.36,24.8,108.04,55.46,186.38,274.08,228.35,366.74,152.51,248.67,47.11,111.97,103.98,4358.69,-0.2300799792291062
2023-09-16,9,16,2023,2685.55,80.09,43.38,48.1,43.41,372.48,273.18,789.38,149.8,90.73,167.14,96.0,125.09,34.29,97.62,56.78,171.01,348.27,173.32,341.42,176.8,330.1,42.17,102.7,93.11,4246.370000000001,-0.5811919346130218
2023-05-18,5,18,2023,3250.12,82.03,56.29,69.34,47.31,410.04,307.43,724.33,166.72,87.59,228.2,112.58,164.42,27.84,99.21,56.18,192.74,287.41,217.75,358.03,152.54,341.31,46.87,93.6,111.08,4440.84,-0.36636185740834193
2023-01-18,1,18,2023,3248.44,82.64,41.81,56.82,37.55,384.04,293.23,700.0,176.77,102.57,212.09,109.65,165.84,35.51,110.27,55.13,190.69,241.83,169.36,444.83,125.22,316.45,40.61,95.31,102.48,4290.7,-0.3208493923236999
2023-06-17,6,17,2023,3205.63,77.11,54.11,59.83,32.67,469.77,256.3,854.06,121.74,114.32,177.88,105.36,132.88,35.28,84.01,41.33,160.91,349.55,209.42,383.36,148.6,357.42,48.86,117.77,87.97,4480.510000000001,-0.397700296041652
2023-08-16,8,16,2023,2668.25,88.78,50.07,71.69,38.01,387.28,240.12,844.99,154.76,107.86,187.8,106.37,139.56,33.67,113.56,56.93,207.12,298.69,162.72,361.7,169.12,264.15,44.88,95.7,109.03,4334.559999999999,-0.6244954558231045
2023-01-03,1,3,2023,3108.41,87.77,46.83,71.71,46.31,424.61,299.42,949.41,163.12,82.0,188.3,118.72,145.73,25.49,113.99,46.61,238.48,256.39,207.18,348.18,170.35,290.35,46.32,119.38,111.09,4597.739999999999,-0.4791292011028143
2023-01-25,1,25,2023,3223.7,82.03,50.31,55.34,45.59,444.73,286.33,906.23,156.5,98.67,218.67,81.64,124.22,30.96,82.22,57.78,162.79,265.16,200.52,371.24,143.55,350.12,54.18,105.23,109.14,4483.15,-0.39068461705493684
2023-05-25,5,25,2023,2692.81,76.86,51.45,67.69,42.18,325.19,312.53,673.48,126.44,101.25,235.71,95.12,124.06,26.63,84.37,59.18,188.01,255.1,212.82,421.98,159.28,325.17,47.17,82.71,83.46,4177.84,-0.5514796810766449
2023-10-26,10,26,2023,3187.46,70.28,47.07,55.21,43.97,412.45,259.93,824.77,123.78,87.26,205.18,104.86,164.3,31.08,109.15,44.57,221.73,269.63,203.38,391.63,145.12,296.19,57.05,81.45,105.31,4355.350000000001,-0.36640146072421337
2023-03-26,3,26,2023,3409.85,80.75,58.76,69.51,45.4,463.08,333.73,906.06,121.0,88.5,208.95,118.95,153.01,30.41,91.47,53.38,212.2,242.56,167.99,351.45,134.33,322.87,51.37,88.18,104.94,4498.8499999999985,-0.319368887194451
2023-12-17,12,17,2023,3382.73,86.58,43.61,66.05,35.88,346.7,240.53,679.17,176.0,102.37,204.07,84.69,133.4,34.41,83.11,49.4,193.2,280.93,226.34,384.96,147.14,248.58,42.73,108.17,114.95,4112.969999999999,-0.21587297833406727
2023-12-07,12,7,2023,3070.42,83.42,55.26,68.99,32.95,344.97,356.41,957.11,139.18,97.51,162.68,100.14,165.14,26.23,107.18,40.26,193.41,285.37,199.1,397.15,155.68,317.21,45.33,103.88,106.5,4541.0599999999995,-0.4789703037369478
2023-03-31,3,31,2023,2853.61,74.93,57.61,49.54,46.77,365.09,340.98,792.52,135.53,94.54,215.55,92.37,133.73,28.28,87.11,48.87,184.04,336.81,214.23,471.86,151.09,257.55,57.12,85.58,96.77,4418.47,-0.5483790707209465
2023-11-06,11,6,2023,3088.13,65.55,42.25,60.5,47.17,441.9,252.36,675.91,164.15,99.05,179.97,89.29,171.88,24.89,98.4,45.74,193.64,359.18,211.92,329.65,144.82,343.88,59.8,80.37,104.34,4286.61,-0.3880924702004124
2023-04-14,4,14,2023,3004.81,70.7,41.35,61.99,36.15,371.78,247.26,883.01,139.2,118.12,164.13,116.87,137.95,32.95,93.76,44.06,179.28,264.79,203.24,344.12,138.04,356.59,47.19,91.16,92.84,4276.530000000001,-0.42322809096082636
2023-01-28,1,28,2023,2806.8,74.14,57.61,56.09,39.53,404.87,354.32,682.71,131.54,101.76,225.91,88.1,129.97,27.23,107.09,57.48,171.63,250.64,168.81,404.05,160.3,332.75,54.31,107.52,116.37,4304.7300000000005,-0.5336789226165028
2023-07-13,7,13,2023,3096.01,78.81,54.72,59.55,43.57,348.78,347.07,708.99,148.16,88.36,204.52,106.06,136.75,30.72,97.76,57.41,174.83,303.19,205.66,458.85,175.08,335.58,43.1,108.96,118.06,4434.540000000001,-0.4323403348180402
2023-02-16,2,16,2023,3326.27,86.81,43.51,71.1,35.57,401.67,323.66,917.45,165.86,114.21,174.83,89.63,154.79,34.41,83.79,50.04,181.97,284.17,165.15,406.27,129.85,304.65,50.6,116.9,89.56,4476.45,-0.3457867220640537
2023-05-14,5,14,2023,3318.99,65.64,44.64,57.66,32.45,464.73,259.02,688.21,148.49,93.06,184.22,104.49,138.5,29.36,112.53,50.93,190.42,293.16,194.13,446.91,155.05,292.4,42.79,87.79,111.18,4287.76,-0.2918869897167513
2023-07-07,7,7,2023,2471.62,77.37,57.01,57.79,40.58,381.75,355.25,707.3,146.3,82.02,214.41,112.96,176.59,26.1,80.81,43.4,188.92,292.72,201.65,446.63,158.39,287.41,58.66,106.58,95.72,4396.32,-0.7787200297780402
2023-02-09,2,9,2023,2875.95,71.81,57.04,55.04,32.67,395.05,329.31,949.58,129.13,110.78,178.85,88.3,173.43,27.74,81.96,56.51,182.72,346.35,199.97,411.35,157.9,291.97,59.97,90.17,106.08,4583.68,-0.5937968323510494
2023-04-24,4,24,2023,3430.14,85.75,44.57,50.28,43.41,430.35,286.58,715.16,142.52,87.16,220.14,85.75,136.45,34.05,92.24,45.8,160.21,316.28,196.3,466.21,171.21,285.4,43.26,103.0,83.04,4325.12,-0.26091646405103003
2023-02-23,2,23,2023,3160.63,80.37,50.54,49.92,38.12,477.19,289.75,654.0,159.59,82.41,229.3,115.64,137.77,31.09,105.49,48.84,209.0,280.26,200.89,421.47,126.36,338.74,47.59,112.83,116.06,4403.22,-0.39314630311045584
2023-05-23,5,23,2023,2487.11,64.76,47.78,59.8,40.71,371.11,296.48,937.57,170.9,85.9,166.09,93.97,172.49,34.93,90.95,57.94,221.93,308.67,187.72,438.81,170.83,241.68,41.53,82.71,117.0,4502.259999999999,-0.8102375849881988
2023-12-18,12,18,2023,2956.87,69.49,50.32,48.58,35.9,425.4,358.86,844.38,164.94,113.62,194.7,83.77,152.45,26.81,88.9,43.98,169.76,331.68,180.38,411.99,139.01,270.66,56.21,86.83,116.76,4465.38,-0.5101712283597183
2023-10-10,10,10,2023,3234.0,73.37,55.17,52.27,32.09,445.28,300.92,854.87,152.93,94.26,212.29,81.9,155.19,35.99,94.17,42.21,195.24,287.1,160.29,475.55,129.48,312.87,43.32,118.59,114.04,4519.39,-0.397461348175634
2023-01-30,1,30,2023,2972.67,71.3,54.25,54.69,46.69,330.14,346.49,734.51,123.25,112.73,215.04,86.75,122.75,33.07,99.45,52.01,225.13,334.6,179.18,356.86,177.62,275.48,55.17,117.26,118.92,4323.34,-0.4543625764043772
2023-12-14,12,14,2023,3407.74,79.42,47.86,54.17,41.54,414.7,258.52,874.03,165.45,109.5,161.53,88.99,121.58,28.93,90.19,41.92,204.53,318.64,226.36,414.53,122.81,278.32,40.41,118.98,110.16,4413.069999999999,-0.2950137040971433
2023-05-20,5,20,2023,3524.82,80.36,49.91,50.54,41.35,453.8,254.15,680.08,132.68,99.53,168.38,104.57,149.0,27.47,98.82,53.82,205.44,323.02,197.73,397.51,135.09,325.71,40.59,108.4,94.26,4272.210000000001,-0.212036359303454
2023-09-28,9,28,2023,3215.52,80.13,45.54,70.75,38.34,427.87,298.41,706.59,137.63,91.13,190.27,95.08,120.29,25.62,95.75,54.59,221.4,342.14,223.59,362.13,128.88,307.0,50.86,87.72,100.67,4302.380000000001,-0.33800442852167023
2023-04-18,4,18,2023,3001.28,68.92,56.8,51.19,40.54,471.06,315.02,641.52,132.96,89.88,189.2,96.09,128.2,31.29,108.34,49.66,195.29,255.89,233.44,387.0,137.38,307.07,41.03,106.66,83.95,4218.38,-0.40552697515726616
2023-04-11,4,11,2023,2880.46,80.74,49.2,51.59,45.35,408.56,269.82,718.11,143.13,90.71,208.79,115.17,150.91,33.07,88.81,44.18,209.93,357.37,179.23,378.67,164.43,345.9,47.94,100.88,101.49,4383.979999999999,-0.521972184998229
2023-06-27,6,27,2023,2625.85,83.2,51.18,59.23,35.79,432.77,243.62,666.91,157.16,104.1,226.86,92.18,178.7,27.27,99.58,53.44,212.34,342.75,162.96,441.74,177.17,244.78,59.66,98.35,82.71,4334.450000000001,-0.6506845402441118
2023-06-08,6,8,2023,2837.51,89.34,59.53,56.07,39.67,392.12,313.15,670.11,175.77,106.53,221.87,90.03,140.59,26.47,115.88,50.83,227.91,309.67,233.8,403.02,164.75,275.2,42.19,106.98,118.66,4430.139999999999,-0.5612773170843448
2023-06-10,6,10,2023,2915.18,84.45,57.81,48.76,45.69,465.91,336.61,927.31,150.17,111.72,196.51,98.16,124.1,32.63,118.12,51.52,168.07,278.43,197.01,357.06,134.83,331.58,42.37,90.55,114.36,4563.73,-0.5655053890325811
2023-08-14,8,14,2023,3596.07,93.35,48.39,70.39,33.77,343.26,279.32,792.66,129.59,113.28,204.26,85.74,166.21,34.08,86.65,49.81,204.98,316.96,202.72,378.73,158.91,270.99,59.11,103.3,104.98,4331.439999999999,-0.20449268228927647
2023-07-27,7,27,2023,2431.0,80.95,42.0,64.7,42.84,409.64,280.17,757.73,147.91,89.08,216.49,91.12,147.34,29.0,84.96,46.42,205.24,356.51,161.74,451.45,146.11,314.67,45.11,101.9,116.88,4429.959999999999,-0.8222788975730149
2023-02-18,2,18,2023,2725.18,73.77,40.1,65.91,36.35,445.5,284.35,654.44,134.31,114.46,169.84,109.06,138.74,33.31,97.78,59.84,198.9,310.12,201.92,345.81,163.98,300.4,57.97,109.97,92.22,4239.05,-0.5555119294872267
2023-08-21,8,21,2023,3508.72,87.76,45.17,62.13,39.77,451.65,311.9,926.76,142.49,111.88,211.37,103.86,161.38,33.75,96.31,56.48,185.74,273.1,218.62,378.6,174.08,295.37,51.21,119.13,106.68,4645.1900000000005,-0.323898743701407
2023-05-05,5,5,2023,3545.7,79.5,41.34,49.44,43.21,350.0,310.44,862.67,141.28,108.56,164.41,97.21,168.4,29.52,102.33,43.9,192.1,332.14,168.55,366.32,133.46,242.4,41.23,116.99,94.01,4279.410000000001,-0.206929520263982
2023-01-31,1,31,2023,2456.09,67.87,58.01,57.82,38.35,399.07,282.25,793.69,179.98,97.51,239.25,115.25,154.54,32.48,107.54,42.05,194.4,328.95,186.06,385.67,167.81,275.48,59.99,98.34,102.78,4465.14,-0.8179871258789377
2023-11-08,11,8,2023,3500.13,86.0,44.21,61.15,33.61,465.35,288.86,767.24,175.98,86.72,230.71,81.39,164.29,27.74,118.03,47.93,238.72,267.86,165.34,401.64,179.74,272.73,49.65,93.42,82.17,4430.48,-0.26580441297894636
2023-05-25,5,25,2023,2860.74,78.96,57.83,51.78,42.45,429.13,292.3,646.86,161.62,84.3,216.8,108.12,121.97,33.76,95.71,41.29,180.59,324.19,229.67,395.4,125.62,256.21,55.86,106.88,112.62,4249.92,-0.4856016275509135
2023-12-31,12,31,2023,2918.35,78.05,48.12,55.75,42.5,371.89,328.31,697.2,129.41,118.87,169.11,114.5,178.67,27.33,93.4,54.03,235.6,300.07,194.75,331.72,153.01,241.44,51.08,82.71,119.04,4216.56,-0.44484383298781865
2023-09-23,9,23,2023,2438.43,74.65,44.49,50.78,38.05,449.03,342.87,882.31,174.76,102.4,183.73,93.29,142.34,28.91,92.61,40.6,160.89,328.21,213.25,477.08,120.5,355.68,43.13,117.85,81.44,4638.849999999999,-0.9023921129579278
2023-07-24,7,24,2023,3037.92,92.46,45.34,50.22,44.36,374.99,320.84,826.41,171.05,107.95,207.15,106.23,175.97,27.82,95.89,43.01,191.93,277.64,162.0,381.26,131.23,319.86,41.26,83.5,112.01,4390.38,-0.44519276346974246
2023-10-28,10,28,2023,3447.07,78.3,59.04,49.81,41.36,395.94,302.52,828.15,133.07,113.4,173.81,112.1,136.03,34.42,112.29,46.68,211.71,320.28,209.95,398.8,161.26,253.44,58.76,96.68,83.57,4411.37,-0.27974482676591994
2023-05-22,5,22,2023,3219.89,66.46,42.97,64.8,46.66,443.2,269.79,899.97,127.65,107.01,180.94,115.15,146.98,32.9,100.4,59.6,160.19,272.37,215.28,346.85,163.23,248.68,51.17,90.9,110.98,4364.13,-0.35536617710542917
2023-10-12,10,12,2023,3121.31,94.96,45.02,58.74,44.65,368.33,319.92,933.54,158.87,112.75,230.54,112.38,173.65,30.18,99.5,58.52,179.98,327.34,201.7,322.9,150.9,336.77,52.16,80.48,114.11,4607.889999999999,-0.4762679772275101
2023-09-18,9,18,2023,2450.16,67.86,40.32,53.2,43.4,324.03,359.28,816.92,164.46,107.8,231.45,93.56,178.86,32.52,93.65,52.83,217.65,318.87,224.83,414.61,122.28,262.13,42.11,89.44,82.74,4434.799999999999,-0.8100042446207593
2023-07-30,7,30,2023,3241.99,82.19,48.36,69.35,47.37,332.01,349.51,921.63,174.34,118.51,226.36,111.03,128.65,25.38,108.23,54.48,187.74,302.84,175.21,444.37,123.09,338.19,45.35,100.37,102.4,4616.96,-0.4241129676525839
2023-05-15,5,15,2023,3101.75,86.09,46.42,49.8,34.75,320.72,309.45,640.16,133.45,108.96,180.78,97.31,145.04,32.24,99.82,58.03,169.6,290.35,188.35,456.1,175.14,315.81,44.22,91.42,102.99,4176.999999999999,-0.34665914403159476
2023-06-26,6,26,2023,3419.24,73.7,58.54,61.68,44.06,366.51,252.05,726.61,122.37,95.42,230.05,108.26,153.81,27.88,111.77,42.6,170.17,267.13,197.74,343.64,136.27,327.3,59.64,116.7,95.42,4189.32,-0.22521963945204196
2023-02-18,2,18,2023,3500.22,77.22,57.85,64.07,41.1,450.36,351.89,756.17,135.08,101.76,169.49,109.83,161.27,34.26,88.0,44.91,230.76,244.34,177.54,363.41,168.93,273.51,42.82,105.56,100.6,4350.73,-0.24298758363759987
2023-06-30,6,30,2023,3077.52,93.69,42.5,52.13,38.93,381.29,285.71,702.77,142.23,116.61,193.18,85.68,147.51,32.26,85.55,48.29,178.88,336.74,197.6,356.91,135.26,303.89,52.26,104.29,110.1,4224.26,-0.37261821206685913
2023-06-26,6,26,2023,3558.3,84.31,49.41,61.46,43.97,472.15,259.32,947.81,175.7,114.01,170.74,100.56,125.28,29.45,83.23,59.46,193.64,307.68,189.03,466.27,128.01,286.39,55.17,91.45,98.19,4592.69,-0.2906978051316638
